Date,haC,YASIN,YASIN1,Buy,Sell,Close
2024-05-13,599.5625,599.5625,581.0833333333334,0,0,556.1500244140625
2024-05-20,550.2781143188477,589.9007849602078,572.0752891448249,0,0,529.0
2024-05-27,529.2234325408936,577.282651125063,561.0355819557951,0,0,520.8499755859375
2024-06-03,519.2152333259583,564.2641521312339,551.6646099846434,0,0,543.0999755859375
2024-06-10,569.0060474872589,562.658121169873,555.0194871575233,0,0,585.5
2024-06-17,571.6639734506607,561.8830071972859,556.2697660143043,0,0,561.9500122070312
2024-06-24,564.9382432103157,560.001375819316,556.0624691711248,0,0,556.2000122070312
2024-07-01,554.7191235125065,556.4624658257572,554.2741979928354,0,0,560.6500244140625
2024-07-08,572.2626798897982,556.9133220931046,557.4700576526158,1,0,588.8499755859375
2024-07-15,580.7016562595963,559.0943862513752,560.4006225421712,0,0,570.3499755859375
2024-07-22,586.0680179186165,562.1889632742732,566.5619180927155,0,0,620.1500244140625
2024-07-29,604.1621370110661,568.5711195297586,572.5416333880662,0,0,580.0
2024-08-05,568.9717011349276,567.3831914991254,571.5959773062449,0,0,573.4000244140625
2024-08-12,555.015530819539,563.6815742727484,567.2781698086869,0,0,552.2000122070312
2024-08-19,571.4061990950722,563.7218080169608,567.9651991544598,0,0,568.7999877929688
2024-08-26,574.0265477286885,564.3607240886614,569.502649090152,0,0,583.2999877929688
2024-09-02,625.613274245814,575.1223640834558,584.1575300949037,0,0,664.7000122070312
2024-09-09,673.3914000087534,594.0283235800265,605.318384906419,0,0,678.6500244140625
2024-09-16,662.6900273932406,608.588706341035,619.263899963026,0,0,662.2999877929688
2024-09-23,680.8481379336808,624.9231904247587,635.4144553471479,0,0,677.2000122070312
2024-09-30,696.5459351930367,642.2855206911993,652.4419306187607,0,0,686.0
2024-10-07,671.7870342926853,652.5662395661889,662.1709796934877,0,0,688.5499877929688
2024-10-14,689.2653967239794,664.8479782623322,674.4481005828325,0,0,699.9500122070312
