Date,haC,YASIN,YASIN1,Buy,Sell,Close
2023-02-20,32.16250038146973,32.16250038146973,32.800000508626304,0,0,31.950000762939453
2023-02-27,34.24687469005585,32.57112129309297,33.37505124309001,0,0,38.25
2023-03-06,37.125001072883606,33.49443944054884,34.275745147511465,0,0,37.45000076293945
2023-03-13,35.82500013709068,34.04962625072018,34.60792167974416,0,0,34.79999923706055
2023-03-20,33.76250013709068,34.12878146946844,34.457141779043646,0,0,32.54999923706055
2023-03-27,31.873436972498894,33.82185411967315,33.933222569095705,0,0,31.049999237060547
2023-04-03,32.00351561233401,33.57134540909684,33.64400502674591,0,0,32.75
2023-04-10,32.495508497580886,33.44252693722178,33.409336148226075,0,1,31.700000762939453
2023-04-17,34.264941367320716,33.672030305834774,33.7692931546697,1,0,36.0
2023-04-24,35.95869162958115,34.202116114652185,34.348780259972195,0,0,36.900001525878906
2023-05-01,37.63247181614861,34.9917652253722,35.185383207502724,0,0,37.70000076293945
2023-05-08,37.20186698844191,35.59531805441422,35.74944404189425,0,0,37.54999923706055
2023-05-15,37.10093456710456,36.097482139870166,36.18568528429681,0,0,37.04999923706055
2023-05-22,39.141092331235996,36.92848229444808,37.13522266166722,0,0,40.79999923706055
2023-05-29,42.43148388019472,38.292130461227345,38.65875549810831,0,0,44.45000076293945
2023-06-05,44.03460873714357,39.79060809317547,40.1675517866516,0,0,43.95000076293945
2023-06-12,43.734433625020756,41.03025436681593,41.30903488060082,0,0,42.900001525878906
2023-06-19,43.74377916945923,42.098575649570314,42.27015702963177,0,0,42.849998474121094
2023-06-26,43.168764942357484,42.898202512161305,43.03030109138855,0,0,43.5
2023-07-03,43.64375656518814,43.664628493889865,43.745199771535745,0,0,43.650001525878906
2023-07-10,43.904691426324234,44.35796631485905,44.42502220076392,0,0,44.150001525878906
2023-07-17,45.10234545090168,45.168931224011345,45.2324755770288,0,0,44.79999923706055
2023-07-24,46.31679808307871,46.08507915657665,46.22903155067799,0,0,47.29999923706055
2023-07-31,46.83652382696263,46.95564660015952,47.089324791703774,0,0,47.20000076293945
2023-08-07,47.09482493800219,47.73279821973766,47.8013150320747,0,0,46.20000076293945
2023-08-14,46.67241163453607,48.2925166528032,48.31900499297722,0,0,46.45000076293945
2023-08-21,50.19870684246793,49.43374252820588,49.70035305746326,0,0,52.79999923706055
2023-08-28,54.96433136563077,51.32820448785469,51.866167607635546,0,0,57.45000076293945
2023-09-04,56.88372861196882,53.32398729550476,53.930453918141836,0,0,57.400001525878906
2023-09-11,55.39827558112712,54.736258489655185,55.154574521682136,0,0,54.150001525878906
2023-09-18,53.085075838926294,55.46820719138927,55.67407515882268,0,0,51.400001525878906
2023-09-25,52.24253677505396,55.887416824290796,55.97695072759858,0,0,51.45000076293945
2023-10-02,51.468143459052555,56.044326011862374,56.07952264632764,0,0,51.70000076293945
2023-10-09,51.97313475404715,56.221801072421414,56.24847467746672,0,0,52.20000076293945
2023-10-16,48.3178168525027,55.60292222498913,55.23547990417065,0,1,43.900001525878906
2023-10-23,43.45844280617702,54.049275421295675,53.318858496429726,0,0,40.25
2023-10-30,41.61984687992567,52.27011739266558,51.40059924859942,0,0,40.70000076293945
2023-11-06,41.494024231902344,50.63537055464194,49.77311573884126,0,0,40.400001525878906
2023-11-13,42.40951178216516,49.339116501005186,48.614823611247445,0,0,42.849998474121094
2023-11-20,42.35006867718488,48.156031186763684,47.47694269543519,0,0,41.75
2023-11-27,43.07503503000632,47.2317500606253,46.70835481921353,0,0,43.75
2023-12-04,45.70470413285442,46.913394252203425,46.5893477231468,0,0,46.79999923706055
2023-12-11,48.978915734678246,47.25800481658971,47.27669104590122,1,0,52.400001525878906
2023-12-18,49.74726965208339,47.69600374252467,47.785220282289366,0,0,50.900001525878906
2023-12-25,50.628323565818306,48.23794771900268,48.39657901558616,0,0,51.400001525878906
2024-01-01,51.025098448444126,48.77577341741111,48.93413845602186,0,0,50.900001525878906
2024-01-08,50.11098677190578,49.05213103104748,49.163937041800644,0,0,50.04999923706055
2024-01-15,49.16955652968305,49.092525802900234,49.151829106816876,0,0,49.150001525878906
2024-01-22,53.63477821715781,49.98553300130249,50.45643315036103,0,0,58.70000076293945
2024-01-29,64.55040307410667,52.89317626219058,53.990814087665505,0,0,70.9000015258789
2024-02-05,67.40947483869421,55.98982503985416,57.04384092488663,0,0,66.5999984741211
2024-02-12,63.707862967709836,57.95773157923874,58.82339239725354,0,0,63.650001525878906
2024-02-19,63.33361834012476,59.57688556053703,60.27539250916343,0,0,62.70000076293945
2024-02-26,61.452746717746095,60.589024889731974,61.131178164388125,0,0,61.54999923706055
2024-03-04,61.82793585887305,61.506110117609204,61.884465560251336,0,0,61.04999923706055
2024-03-11,57.10459216649707,61.33836479954856,61.337526999847356,0,1,54.400001525878906
2024-03-18,55.70146759565051,60.86677119340753,60.80048557382587,0,0,56.400001525878906
2024-03-25,55.98630495919629,60.46131288340056,60.29525460717604,0,0,54.70000076293945
2024-04-01,58.822840313384155,60.617434723748175,60.7297187534238,1,0,61.849998474121094
2024-04-08,63.084858228896664,61.549471585733556,61.826599656960475,0,0,63.900001525878906
2024-04-15,62.11274173365762,62.1383095995998,62.46666957034465,0,0,62.54999923706055
2024-04-22,65.26105762773122,63.2317665952185,63.68992125758429,0,0,66.3499984741211
2024-04-29,65.62896550324244,64.2232353967018,64.68997431471658,0,0,66.5
2024-05-06,63.05042034698865,64.54542727102042,64.72360309208217,0,0,60.599998474121094
2024-05-13,62.69083574569892,64.71283806252329,64.99432375471102,0,0,65.44999694824219
2024-05-20,65.42823065895175,65.35199857434898,65.62203839919832,0,0,64.94999694824219
2024-05-27,62.817240305634016,65.35837912028231,65.36516462207834,0,0,60.099998474121094
2024-06-03,59.36955693756127,64.64422655537436,64.45796435912865,0,1,59.20000076293945
2024-06-10,60.38446594970715,64.17342185473083,63.926752737496,0,0,59.63999938964844
2024-06-17,59.425045141067564,63.533486768302026,63.23139927869495,0,0,58.619998931884766
