Date,haC,YASIN,YASIN1,Buy,Sell,Close
2024-08-19,478.9550018310547,478.9550018310547,480.1266682942708,0,0,482.1600036621094
2024-08-20,483.9862518310547,479.94132849663276,481.01799616616034,0,0,483.2099914550781
2024-08-21,484.8890652656555,480.98508540287145,482.05417529894567,0,0,487.4200134277344
2024-08-22,488.745934009552,482.6551434982704,483.6995520363681,0,0,490.42999267578125
2024-08-23,486.80866825580597,483.7363000058158,484.4543011859013,0,0,486.54998779296875
2024-08-26,482.9059000611305,483.90920825234514,484.1028057765969,0,0,479.19000244140625
2024-08-27,480.88326504826546,483.6492066539145,483.7518711405862,0,0,482.3500061035156
2024-08-28,482.3909962326288,483.7006265832903,483.68519905291487,0,1,482.2099914550781
2024-08-29,485.6333166435361,484.3669863964327,484.4827429752926,1,0,487.1700134277344
2024-08-30,488.9841588176787,485.5951879054979,485.9095338306353,0,0,492.6300048828125
2024-09-03,487.1908308584243,486.3067912067828,486.2558507730605,0,1,483.44000244140625
2024-09-04,482.1607249537483,485.92618380646365,485.6933222003171,0,0,481.7300109863281
2024-09-05,476.4157260218635,484.44372226182105,483.92688187713907,0,0,476.69000244140625
2024-09-06,473.5775276015047,482.5646141316804,481.74452024384635,0,0,471.82000732421875
2024-09-09,477.00282744516153,481.570273589409,480.9470376811798,0,0,479.3900146484375
2024-09-10,480.5692275958718,481.38777039898963,481.1048786819652,0,0,484.239990234375
2024-09-11,484.35178966310923,481.96465505273335,482.11417396682623,1,0,490.92999267578125
2024-09-12,489.6852694500849,483.51372906647975,483.9405321097065,0,0,494.010009765625
2024-09-13,491.48544650024996,485.2227460216955,485.60925329091606,0,0,489.8599853515625
2024-09-16,491.2417943713408,486.6667148645672,486.9845289483792,0,0,491.3900146484375
2024-09-17,487.3758915780654,487.16229841517236,487.0680854858357,0,1,483.32000732421875
2024-09-18,484.5532535969551,487.0246166046784,486.69518194170354,0,0,482.0899963378906
2024-09-19,489.6203806131748,487.8760347929125,487.61121872848094,0,0,490.010009765625
2024-09-20,484.34350416358984,487.56985475978576,487.2843689322001,0,0,486.20001220703125
2024-09-23,488.6672745279885,488.1262403870092,487.9263497236384,0,0,489.07000732421875
2024-09-24,486.77489664814954,488.2236645938724,487.8255718188388,0,0,484.3999938964844
2024-09-25,485.1208858622217,487.9632408237795,487.4919178940571,0,0,484.3900146484375
2024-09-26,487.5326356953931,488.18571192085136,487.7190494333919,0,0,486.3299865722656
2024-09-27,484.6756911310828,487.80117776244674,486.9703348363363,0,0,479.17999267578125
2024-09-30,485.523469688161,487.6093724641008,487.23861170016073,0,0,491.2699890136719
2024-10-01,488.57111156069425,488.020108670102,487.5090240150217,0,0,484.760009765625
2024-10-02,484.64305013459517,487.59407290123204,487.20975405677206,0,0,486.6199951171875
2024-10-03,482.67527815720234,486.81620795123206,486.2290841810695,0,0,479.6300048828125
2024-10-04,481.45952247093516,485.8786108968115,485.2764699088105,0,0,481.95001220703125
2024-10-07,475.5950680897156,483.8924721492066,482.96623632581776,0,0,471.2300109863281
2024-10-08,478.1778536401947,482.6445185116088,482.0320266592545,0,0,480.7900085449219
2024-10-09,483.9257922452072,482.672813326407,482.6502804796065,0,0,490.3800048828125
2024-10-10,485.0860326429894,482.92772663600374,482.9279224035082,1,0,483.8399963378906
2024-10-11,485.1264437506939,483.1623578648009,483.18721125771714,0,0,484.7799987792969
2024-10-14,486.25916380039575,483.59263905800253,483.72689395145494,0,0,487.6099853515625
2024-10-15,483.47864291246594,483.4271138432491,483.19485596140464,0,1,478.4700012207031
