Date,haC,YASIN,YASIN1,Buy,Sell,Close
2024-08-19,373.9175033569336,373.9175033569336,373.9266662597656,0,0,375.7200012207031
2024-08-20,373.30453300476074,373.79733659846306,373.6316269724495,0,1,370.9200134277344
2024-08-21,373.6410160064697,373.7576999838317,373.7454798758825,0,0,375.4200134277344
2024-08-22,377.68920707702637,374.5168753460618,374.66767467933204,1,0,378.1400146484375
2024-08-23,382.19507217407227,376.06788078568104,376.5999357174146,0,0,385.7799987792969
2024-08-26,386.2812852859497,378.2299296326933,378.8055103045858,0,0,385.1099853515625
2024-08-27,385.24415850639343,379.9194567259457,380.64632066679536,0,0,387.9700012207031
2024-08-28,387.8476947546005,381.90041291402326,382.6622689239419,0,0,389.07000732421875
2024-08-29,394.816590487957,384.9879406087225,385.9223757911945,0,0,395.5199890136719
2024-08-30,395.9533697068691,387.89841240685195,389.01232756647687,0,0,399.9200134277344
2024-09-03,387.75198678672314,388.81293133538793,389.06252974229153,0,0,378.9599914550781
2024-09-04,377.53106240928173,387.5686298486579,387.15704625824793,0,1,374.7699890136719
2024-09-05,372.1764637455344,385.3791372246603,384.4914945369922,0,0,370.4200134277344
2024-09-06,374.08911124430597,383.78890236065223,382.7618504095339,0,0,370.92999267578125
2024-09-09,376.1936149178073,382.77116876496007,382.0147942544642,0,0,378.1199951171875
2024-09-10,377.64071271708235,382.13379277465594,381.5689125489438,0,0,380.1600036621094
2024-09-11,383.75857638265006,382.7504432870686,382.88388373097007,1,0,392.8699951171875
2024-09-12,393.39670084859245,385.16200593706816,385.96197260193827,0,0,399.17999267578125
2024-09-13,401.62960385752376,388.8739932361039,390.26468094456965,0,0,404.6300048828125
2024-09-16,404.6588824974315,392.70128685391114,394.27128335816536,0,0,408.82000732421875
2024-09-17,408.17108076745353,396.7130519307332,398.35657218110157,0,0,411.2900085449219
2024-09-18,412.6001312130102,401.0550110981738,402.47836487559687,0,0,409.8599853515625
2024-09-19,417.415996834472,405.7509680181289,407.3882580183798,0,0,422.5400085449219
2024-09-20,421.80142512164275,410.660810013841,412.50562780496324,0,0,426.010009765625
2024-09-23,426.63048662982146,415.8318897598505,417.60952612335655,0,0,426.5899963378906
2024-09-24,424.4024169798736,419.83499067057227,421.3881735565863,0,0,424.8599853515625
2024-09-25,424.8462213454666,423.32089321663807,424.56842251386047,0,0,424.1300048828125
2024-09-26,428.2881142585487,426.9296981932982,428.0099165494042,0,0,427.95001220703125
2024-09-27,429.39303955877875,430.18004011705983,431.1107216215948,0,0,428.4800109863281
2024-09-30,428.24207298678687,432.66463879966875,433.4686390626012,0,0,428.3500061035156
2024-10-01,426.7440061207738,434.40123332332354,435.0113064843581,0,0,427.2900085449219
2024-10-02,425.67857215981314,435.56105124356924,436.1382937126311,0,0,427.70001220703125
2024-10-03,425.9158546834222,436.4678016428311,436.8768810554335,0,0,425.8999938964844
2024-10-04,429.2338672831173,437.7565584829552,438.10204208488454,0,0,429.7200012207031
2024-10-07,431.46255951893903,439.168839320709,439.92732296595364,0,0,438.42999267578125
2024-10-08,438.11192399037463,441.55646006081787,442.5058237739673,0,0,441.1099853515625
2024-10-09,444.09408512598566,444.6702259015542,445.968862877998,0,0,449.4100036621094
2024-10-10,438.7777412903465,446.2038279804907,447.5136752108677,0,0,443.45001220703125
2024-10-11,448.83417742312736,449.35689163037364,451.1313570358254,0,0,456.57000732421875
2024-10-14,456.0491852051098,453.37593957318774,455.47436439614887,0,0,460.5
2024-10-15,455.31003151551084,456.59122528642973,458.1515910153156,0,0,451.3900146484375
