Date,haC,YASIN,YASIN1,Buy,Sell,Close
2024-08-19,59.39500045776367,59.39500045776367,59.393333435058594,0,0,59.40999984741211
2024-08-20,59.47374975681305,59.41043847685392,59.41032346586833,0,0,59.439998626708984
2024-08-21,59.326405584812164,59.39511981605278,59.39356086709012,0,0,59.40999984741211
2024-08-22,59.376952558755875,59.391515883631065,59.38204091264664,0,0,59.2599983215332
2024-08-23,59.369414642453194,59.38687174619058,59.38106652110767,0,0,59.439998626708984
2024-08-26,59.38423875719309,59.38570935517782,59.3766549289056,0,0,59.349998474121094
2024-08-27,59.38149442151189,59.384177767199745,59.37804718521126,0,0,59.400001525878906
2024-08-28,59.567310282960534,59.419290397573825,59.43160304906712,1,0,59.79999923706055
2024-08-29,60.43106002546847,59.619512085034714,59.68063770661831,0,0,60.95000076293945
2024-08-30,60.81553027499467,59.870753617101514,59.94705876415174,0,0,60.959999084472656
2024-09-03,60.65935211745091,60.06017753659208,60.13318047546123,0,0,60.70000076293945
2024-09-04,60.69717552943621,60.232489059657034,60.297533242896876,0,0,60.720001220703125
2024-09-05,60.54733778379159,60.35237659386168,60.39643300699838,0,0,60.400001525878906
2024-09-06,60.26554394434788,60.39979974023614,60.415754617158626,0,0,60.0099983215332
2024-09-09,60.05054355334141,60.39629702025003,60.39069128471034,0,1,59.90999984741211
2024-09-10,59.89136576985766,60.35889537345372,60.33610602160446,0,0,59.75
2024-09-11,59.76338911139828,60.297904271376495,60.26814999431759,0,0,59.630001068115234
2024-09-12,59.70434999507597,60.229894377779466,60.20078647882169,0,0,59.689998626708984
2024-09-13,59.647487163751975,60.15641611104451,60.12868432747323,0,0,59.619998931884766
2024-09-16,59.946867823704906,60.14826267823223,60.14092420968346,0,0,60.15999984741211
2024-09-17,60.24186837683601,60.19696299786453,60.209611913122075,1,0,60.349998474121094
2024-09-18,60.27523264291506,60.244417861683615,60.26061195892281,0,0,60.31999969482422
2024-09-19,60.18449132145753,60.266342253133075,60.273350418939316,0,0,60.11000061035156
2024-09-20,60.05255862326081,60.25765670397868,60.25562260392998,0,1,60.0
2024-09-23,59.796933375305485,60.19781193096362,60.18304314048439,0,0,59.75
2024-09-24,59.80829690955742,60.145441840834444,60.15158196050595,1,0,60.13999938964844
2024-09-25,60.06961738597683,60.148903411358496,60.14675650177105,0,1,59.86000061035156
2024-09-26,60.047933754977244,60.14618093053187,60.16059855629913,1,0,60.290000915527344
2024-09-27,60.19521734002066,60.17119058440168,60.19614341480609,0,0,60.33000183105469
2024-09-30,60.30917046905971,60.2140992328113,60.25272767941311,0,0,60.56999969482422
2024-10-01,60.28677343548048,60.24597664827697,60.27480605736404,0,0,60.22999954223633
2024-10-02,60.3258868417179,60.28012956647922,60.316091827293974,0,0,60.45000076293945
2024-10-03,60.52919250533161,60.34842054894411,60.393845846748995,0,0,60.709999084472656
2024-10-04,60.609909086451815,60.422623318373816,60.46240202650843,0,0,60.59000015258789
2024-10-07,60.566516771428724,60.477523265364,60.514836807854856,0,0,60.61000061035156
2024-10-08,60.6720085812176,60.544464165832686,60.58234906883082,0,0,60.75
2024-10-09,60.85825807577021,60.637703679351254,60.68065100888611,0,0,60.959999084472656
2024-10-10,60.695970671190935,60.68557541248689,60.71960238371993,0,0,60.709999084472656
2024-10-11,60.628766247041085,60.711983812848835,60.72803936466108,0,0,60.45000076293945
2024-10-14,60.614227030876805,60.729776929415614,60.744902562553875,0,0,60.650001525878906
2024-10-15,60.644926296772326,60.74886359743609,60.76040677056336,0,0,60.65999984741211
