Date,haC,YASIN,YASIN1,Buy,Sell,Close
2024-08-19,101.94750022888184,101.94750022888184,101.91333262125652,0,0,101.8499984741211
2024-08-20,102.37468719482422,102.03124599697068,102.05317450695968,1,0,103.05999755859375
2024-08-21,103.0585949420929,102.23891387063263,102.29957119856407,0,0,103.47000122070312
2024-08-22,103.60734486579895,102.52870773617212,102.62737858602543,0,0,103.94999694824219
2024-08-23,103.7679288983345,102.81389168776414,102.9259377626045,0,0,104.20999908447266
2024-08-26,104.5027166903019,103.20664787635711,103.36305871201232,0,0,105.08999633789062
2024-08-27,105.23229582607746,103.69200801398053,103.88832889733729,0,0,105.91999816894531
2024-08-28,105.85114947706461,104.23579513746651,104.42106705723717,0,0,105.79000091552734
2024-08-29,105.6774479933083,104.6740290264858,104.84697956613591,0,0,105.80999755859375
2024-08-30,106.10778508521616,105.13623493127302,105.32310720259431,0,0,106.5
2024-09-03,106.98951666522771,105.7067034581425,105.94210527299542,0,0,107.77999877929688
2024-09-04,108.08826916385442,106.41351347749246,106.70292549798839,0,0,108.7699966430664
2024-09-05,108.56413503969088,107.11635829896022,107.38594791593832,0,0,108.52999877929688
2024-09-06,108.33556472382043,107.67553929795467,107.88727141212016,0,0,107.86000061035156
2024-09-09,107.30528240959393,107.9492856007918,108.09891304190657,0,0,107.11000061035156
2024-09-10,107.19326534649008,108.15072433384272,108.25140566212174,0,0,106.83999633789062
2024-09-11,106.02139177700155,108.08034781547983,108.1190120198996,0,0,106.12999725341797
2024-09-12,105.99816093539266,107.99604765126534,108.02634362023204,0,0,106.33999633789062
2024-09-13,105.76626925515666,107.85928918961947,107.86689137311207,0,0,105.7300033569336
2024-09-16,105.54719569706685,107.67967025437405,107.67042020769051,0,1,105.43000030517578
2024-09-17,104.90234793436412,107.37981295356724,107.3306511136677,0,0,104.55999755859375
2024-09-18,103.75898761159124,106.87759229313374,106.75756666815361,0,0,103.18000030517578
2024-09-19,102.84023637181463,106.24298585159492,106.03262188086251,0,0,102.01000213623047
2024-09-20,102.62943391652391,105.63289401873024,105.44967507732639,0,0,103.05999755859375
2024-09-23,103.22159423754357,105.20422871708764,105.05766548853614,0,0,103.30999755859375
2024-09-24,103.42329544984173,104.86079500755199,104.75269654722288,0,0,103.79000091552734
2024-09-25,103.88289616089499,104.6445131214659,104.5493019559566,0,0,103.75
2024-09-26,103.15082393875437,104.3077301891709,104.21488288774309,0,0,103.05999755859375
2024-09-27,103.26634996528783,104.03213997168253,103.97465185385583,0,0,103.66000366210938
2024-09-30,103.76754960117418,103.88723734017478,103.84266014399243,0,0,103.80999755859375
2024-10-01,103.0406487420086,103.61749676960923,103.51725103337698,0,0,102.33000183105469
2024-10-02,102.22814778833428,103.22188270508109,103.08843582549575,0,0,102.05999755859375
2024-10-03,101.00594265348921,102.63634723273624,102.4183399125499,0,0,99.97000122070312
2024-10-04,99.61219437010298,101.85168929532792,101.56124526294819,0,0,99.04000091552734
2024-10-07,99.27555044265392,101.1012856282868,100.77995785876075,0,0,98.56999969482422
2024-10-08,99.37871221587957,100.46982446889092,100.25306566406789,0,0,100.58000183105469
2024-10-09,100.61496309325995,100.16746492314525,100.02740869508635,0,0,101.0
2024-10-10,100.11780346404984,99.81648815403241,99.63353715858996,0,0,99.23999786376953
2024-10-11,99.65546435600258,99.43045877718065,99.28257418855948,0,0,100.0999984741211
2024-10-14,100.32148060443868,99.23580726644649,99.14425098771106,0,0,100.7300033569336
2024-10-15,101.4477318251418,99.30062411762077,99.2747559087841,0,0,101.55000305175781
